epoch,train_loss,train_acc,val_loss,val_acc
1,0.403310589492321,0.921875,0.11473199725151062,1.0
2,0.03156830006628297,1.0,0.006172254215925932,1.0
3,0.0010919270198428421,1.0,0.0006003030575811863,1.0
4,0.00013336948950382066,1.0,0.00014018033107277006,1.0
5,0.00010216735608992167,1.0,6.039952495484613e-05,1.0
