T,P_helical_mean,P_helical_std,count,P_helical_stderr
0.7,0.99999225,4.2787115e-06,16,1.0696778645069571e-06
0.8,0.9999905,4.4056665e-06,16,1.1014166148015647e-06
1.3,0.9993578,0.00012306038,16,3.07650952890981e-05
2.0,2.116959e-05,4.4218308e-05,16,1.1054577043978497e-05
2.1,4.9089496e-05,0.000102705104,16,2.5676275981822982e-05
