x,y,z,Sx,Sy,Sz
0,0,0,0.98502858663665871,0.1611953012675251,0.06111266937271332
1,0,0,0.40473983881754705,0.80742493327520537,0.42924426612300404
2,0,0,-0.10630006190064831,0.96553565616444315,0.23757355390492532
3,0,0,0.70424338112818807,-0.33063867382995366,-0.62826692377134363
4,0,0,0.87039671959723752,-0.16966125066772075,-0.46219542461629037
5,0,0,0.89708185124566076,0.30816253199498334,-0.31667018495605032
6,0,0,0.14241291795322258,-0.98107586421352766,-0.13118197078001534
7,0,0,-0.45185274249942775,-0.65718864697949475,-0.60326791840525296
8,0,0,-0.3605852028541241,0.93233404106312456,0.027047132150271293
9,0,0,-0.36159885516076068,0.85419258206273208,-0.37363257445708603
10,0,0,0.58911882243187053,0.67712091161743804,0.44096063782026601
11,0,0,-0.10934958028126665,0.39589681895598072,0.91176114088770333
12,0,0,-0.19210951331962933,-0.94958269493396186,-0.2477632748694808
13,0,0,0.34469165859607037,-0.62423796159995282,-0.70108104224249701
14,0,0,-0.28905800606003029,-0.4851561768258047,-0.82526901869655089
15,0,0,0.53804628975559432,-0.82816758009775937,0.15698614383206028
16,0,0,0.72760951163276977,-0.20036139980191764,-0.65607904100873293
17,0,0,0.91173652787156734,-0.10478598972744185,-0.39718559906111806
18,0,0,0.49032624207793146,0.059003343017543293,-0.8695394078720573
19,0,0,-0.23577417461997577,-0.20312384814098317,-0.95034269655670423
20,0,0,0.75902481635656083,-0.50258058841913555,-0.41387689026951535
21,0,0,0.9981834962279954,0.037004713461301235,-0.04754323337450702
22,0,0,0.39261652346637654,-0.86669545268445025,-0.30771944656987826
23,0,0,-0.45817443826615639,-0.035352268965895162,-0.88815899544983234
24,0,0,-0.19675944172515003,0.57093146289571017,-0.79707150668416937
25,0,0,0.92402601899926939,0.32659815698729505,0.1987701186417721
26,0,0,0.5574680151196757,-0.63971972415262435,0.52913900503423428
27,0,0,0.24970565726103292,-0.89675801917069897,0.36533839078979929
28,0,0,0.52020995457227326,-0.84918155884389701,0.090952093342387685
29,0,0,0.90612857231936461,-0.28937894271445214,-0.30853012484996689
30,0,0,0.19618806673067751,-0.96527012546157287,-0.17252196197550812
31,0,0,0.90394595396889887,-0.12010205898366047,-0.4104353880102723
0,1,0,0.48160837011294749,0.8401557424376721,-0.24938265033108117
1,1,0,0.99309953579046495,-0.012197108377038647,-0.11663851233620105
2,1,0,0.83317665990435064,-0.42260812243747492,-0.3566777652735062
3,1,0,-0.41036086508696351,-0.86217779526380878,-0.29707475449643439
4,1,0,-0.096671157552714188,-0.8788115593016238,-0.467273935219232
5,1,0,-0.18584355279801651,-0.81739196446113116,-0.54528208325396477
6,1,0,-0.043050694912564622,-0.43380750961688791,-0.89997648984156198
7,1,0,-0.59464510126413817,-0.78691095527827259,-0.16482825002286297
8,1,0,-0.30155603026134264,0.908561049802736,-0.28910340605805812
9,1,0,0.31616304539949619,0.89996130681748998,-0.30018423502088148
10,1,0,-0.61349265429065958,0.64889787003008681,0.45006479244861858
11,1,0,-0.55362629367532912,-0.091707320848565282,0.82770024420323607
12,1,0,0.10511551543140184,-0.78628628929281763,-0.60885515493072928
13,1,0,-0.04133946946456106,-0.17634920385676511,-0.98345920432088796
14,1,0,0.58194619374145362,0.14147946542407508,-0.80082594142120078
15,1,0,0.76367709775658643,-0.58613126645676161,-0.27064262200154232
16,1,0,0.37460843501150604,-0.049214519647426146,-0.92587604541542345
17,1,0,0.37989522641056084,-0.050743401115035537,-0.92363668408836364
18,1,0,0.93685143855684438,0.10518449249208336,-0.33353501257462376
19,1,0,0.15675726433040277,-0.33516730773670633,-0.92902639139271836
20,1,0,0.57184828805920185,-0.55307126386163508,-0.60588919163016408
21,1,0,0.82515255081108529,-0.56278444289809793,-0.048958540846688839
22,1,0,0.25805188521712191,-0.33094461437876188,-0.90768104901974356
23,1,0,-0.75342698315164269,-0.64741730770627215,0.1148852067995559
24,1,0,-0.70145394845078035,0.34214829792092522,-0.62521748250718634
25,1,0,-0.21905409813677368,-0.72019191419099771,-0.65828482347946582
26,1,0,0.60656309683290299,-0.67361953484924419,-0.42227707945135573
27,1,0,0.036142677967308218,-0.99432711540848229,-0.10003646531539448
28,1,0,0.0079143702838222942,-0.4330357795746394,-0.90134198634657803
29,1,0,0.025117991545796886,-0.51116180566342728,-0.85911739298631951
30,1,0,0.61289619591177558,-0.29622890780149225,-0.73253442732721419
31,1,0,0.48232744658267429,0.16211056684903838,-0.86086026647123215
0,2,0,0.70780588593342098,0.56406754966145811,-0.42525125191693885
1,2,0,0.67994160266890868,0.42562255262199289,0.59709702700614331
2,2,0,0.12149032409826545,-0.30915765634892828,0.94321876819290251
3,2,0,-0.44174691518938791,-0.88786995348328646,-0.12863362166341546
4,2,0,-0.78208990109261134,-0.61061089578316274,-0.12445770590780249
5,2,0,-0.40955757480710803,-0.90358974536868186,0.12565096490947028
6,2,0,-0.57654818285477105,-0.12680022724033552,-0.80716410674574779
7,2,0,0.050325013277536405,-0.28926757210213289,-0.95592450788163874
8,2,0,0.22964922607300389,0.96849504421921129,0.096325397932728721
9,2,0,0.0083236645486895501,0.90336360595014087,0.42879472017882847
10,2,0,-0.821648674519458,-0.38543670916854506,0.41991903848925466
11,2,0,-0.11515011291053635,-0.9731217204903152,0.19943562521941685
12,2,0,-0.30020438956366763,-0.39280355528644118,-0.86924259642578361
13,2,0,-0.34055951734970263,-0.47914644778234516,-0.80897335970976092
14,2,0,-0.77227539112603516,-0.3988101092527554,-0.49451108887358081
15,2,0,-0.33383718958765662,-0.8439725120365188,-0.41983702763689534
16,2,0,0.05995402087068271,-0.5599013820666906,-0.82638729282416223
17,2,0,-0.50897853461128095,-0.62992743534900109,-0.58662788673875976
18,2,0,-0.94678754962970613,0.21255029832366917,0.24169341436765715
19,2,0,-0.75214950365550715,0.18162020793573391,-0.63347077613742786
20,2,0,-0.75114717540385001,-0.62512494785129569,-0.21212430425751061
21,2,0,0.20395493186825397,-0.63568663012918969,-0.74451655054915389
22,2,0,0.099892959873668391,-0.66700221037768892,-0.73832882099980013
23,2,0,-0.87017846264135279,0.40201829372376946,-0.28490478175446737
24,2,0,-0.96051156339481492,0.27439383441104181,-0.046103798347363417
25,2,0,-0.4538993822214939,-0.69437343805626195,-0.55840924002103776
26,2,0,0.47561995526919876,-0.87485356484919907,-0.091743654932500307
27,2,0,-0.12495167739203623,-0.95540148974704175,0.26757255409710834
28,2,0,-0.9516043823364172,-0.29243758555777682,-0.094495280682497823
29,2,0,-0.58686588357903147,-0.79075808003279469,-0.17404049400599633
30,2,0,-0.84920501955972383,-0.51664873811230605,-0.10920126446855441
31,2,0,0.21209549682208759,-0.15766330486805616,-0.96444687905860016
0,3,0,0.66603281076671483,0.62873372047724108,0.40136542416734899
1,3,0,0.12344011725096547,0.58853798198110907,0.79899035114241024
2,3,0,0.67371623466668196,-0.47601454666202725,0.56525798226357971
3,3,0,0.60618170574034225,-0.35909713965482182,0.70964285659580528
4,3,0,-0.46709757715021349,-0.87027428153357833,-0.15634106409262694
5,3,0,-0.43508463971812011,-0.46651811700213869,-0.77010531928440318
6,3,0,-0.039444496348608887,-0.64350827819494905,-0.7644221527417796
7,3,0,0.25304142275372848,-0.68498323306858011,-0.68320422187343399
8,3,0,-0.41865974716881127,0.77429948907135915,-0.47453589677112884
9,3,0,-0.27033507167971721,0.96271285106412885,0.010144723549660837
10,3,0,-0.70234504771421502,0.46639494747170673,0.53776127317256783
11,3,0,0.064415346475426627,-0.24128355837602156,0.9683144673069054
12,3,0,-0.5700496073927086,-0.61593461799233906,0.54375361283402079
13,3,0,-0.67738345559410607,-0.70882126900722264,-0.19678430498995206
14,3,0,-0.89943957994457779,-0.011405301124266323,-0.43689628189695784
15,3,0,-0.41917152593617596,-0.41313944322029184,-0.80846214030093277
16,3,0,-0.80958430517058255,0.053605605376011826,-0.58455084628604947
17,3,0,-0.68450034398536119,0.06185478319263453,-0.72638368985000934
18,3,0,-0.35724035419272859,0.84549061568532857,0.39689412709726246
19,3,0,-0.94301847406857875,-0.10276900643733751,0.31647225610035995
20,3,0,-0.91383328831262867,-0.35670703723274838,-0.19408454539288469
21,3,0,-0.36233477363560718,-0.42027079142212725,-0.83191704736220684
22,3,0,-0.89861506557355664,0.36147724427559597,0.2486466685784344
23,3,0,-0.77339005096037128,-0.067362103120356787,0.63034131717563702
24,3,0,-0.72319574887520255,0.68991098905195902,0.031792074392572124
25,3,0,-0.70634550540809504,-0.69710622590512306,-0.1229590858541921
26,3,0,-0.65434217005001838,-0.6586134588636543,-0.37157049976806106
27,3,0,-0.98953837893536234,0.11492081076675169,-0.087218139550713517
28,3,0,-0.28235101632061604,-0.85813109116868935,0.42882273021885142
29,3,0,0.84183163265344074,-0.40159421763093295,-0.36061279321377598
30,3,0,0.36979816105346891,-0.24670614486116313,-0.89575967657023703
31,3,0,0.37825133960852314,-0.39195817841287467,-0.83862668122330741
0,4,0,0.92513989177854272,0.20926927994980063,-0.31673735035400896
1,4,0,0.19297890279158295,0.5964994439807777,0.77906839007110262
2,4,0,0.66835884810253576,-0.39653789191579986,0.62932833277870559
3,4,0,0.74990202190603383,-0.39592623272653393,0.52998997705637518
4,4,0,-0.32660373162472223,-0.030503169732174564,0.94466902094071903
5,4,0,-0.25633105215322816,-0.94756506228752646,-0.1908267393057255
6,4,0,-0.90359175174885453,-0.34761478554225478,-0.25037153800671658
7,4,0,-0.82122735861788188,0.049247497340232677,-0.56847190736501729
8,4,0,-0.67757285243500653,0.67280380086207703,-0.29703547799653757
9,4,0,-0.76924435219213239,0.63248090857468953,0.09072500707655981
10,4,0,-0.39053184284419512,-0.60661030582264663,0.69246575120685372
11,4,0,0.25138309849723478,0.05307029380388379,0.96643162288156692
12,4,0,-0.29926641538760951,-0.92416742682707587,0.23739035324307597
13,4,0,-0.84372957043678098,-0.48275176719599611,-0.23467241687021559
14,4,0,-0.78498361390228366,-0.35744721267238461,-0.50599626091272054
15,4,0,-0.19483650707523575,0.90933018261586862,-0.36763753140085242
16,4,0,-0.45495330714141347,0.70578483009832527,-0.54303338932718415
17,4,0,-0.80397912550621753,0.58158414798081404,-0.12400582473290737
18,4,0,-0.53101861666388417,0.73417483820611062,0.42309163983870696
19,4,0,0.49382024441987449,-0.085985707958270249,0.86530227332881238
20,4,0,-0.54318587565740872,-0.12654342848817043,0.83002160525660618
21,4,0,-0.89026191316141723,0.43009102469937188,0.14985138119889835
22,4,0,-0.48569312137610071,0.17647709630634617,0.85612967845252341
23,4,0,-0.16118960463135876,-0.5501010996939748,0.81939410021934245
24,4,0,-0.82527836283642197,-0.19825642530762852,0.52878163135483047
25,4,0,0.35970548048669243,-0.91441846511098157,-0.18560936929992136
26,4,0,-0.65888923792437581,-0.3136322595877557,0.68373955413835319
27,4,0,-0.86684756243414463,-0.32613883112519054,-0.37710577605530782
28,4,0,-0.28969717111739857,-0.95445997278024808,-0.071286109494802269
29,4,0,-0.17304281283989015,-0.43077374859362788,-0.88571449262561608
30,4,0,-0.79848913420616041,-0.27907588323101667,-0.53341517971794217
31,4,0,-0.11663702005089951,-0.15778444136658598,-0.98056100045651451
0,5,0,-0.33379638486298818,0.56580367044990376,0.7539536988156611
1,5,0,0.66149032415797537,-0.22586478496403051,0.7151333092218044
2,5,0,0.34820947380134187,-0.79754373917475396,0.49261967729491368
3,5,0,0.46552631636753772,-0.78764003130352234,0.4036191643832806
4,5,0,0.4210891882840318,-0.81562778192272367,-0.39678106918817752
5,5,0,-0.54387143212750733,-0.7459465683112827,-0.38440549233874804
6,5,0,-0.55634998649861767,-0.62172730698057221,0.55129832965253334
7,5,0,-0.83378355494867273,-0.12298725112283326,-0.5382184682435216
8,5,0,0.72358456649315506,0.53111763822794267,-0.44083946000339541
9,5,0,0.1873791771501431,0.6742780387713273,0.71430957602514877
10,5,0,0.26045739034298881,-0.48388926183574454,0.83547180089801854
11,5,0,0.75201951639348785,-0.42882407185718369,0.50057623031775078
12,5,0,-0.35647861227839106,-0.70745975309716203,-0.61026526751550847
13,5,0,0.14101604249103961,-0.67568961851648002,-0.72357308904437512
14,5,0,-0.59932495005561326,-0.53854654344105057,-0.59226448888020755
15,5,0,0.47754029297269851,0.82321947554308994,0.30702599836839473
16,5,0,-0.95347302018665758,-0.29694813225003525,-0.052067326888839735
17,5,0,0.75510834639866709,0.12582817951172959,-0.64341173010742891
18,5,0,0.29907328242158721,0.83154440095954985,0.46806952579120209
19,5,0,-0.012043231629203986,-0.074496192180334375,0.99714857364514953
20,5,0,0.37794787138773711,-0.50415488052828439,0.77651996944894475
21,5,0,0.30726081606731354,-0.26223106561215292,0.91478175492166636
22,5,0,-0.2227245113569101,-0.46709099101663692,0.85569842710613986
23,5,0,-0.66637003391490635,-0.35372911422548148,0.65637389622798303
24,5,0,-0.47039632415950505,-0.26262936564239381,0.84246846500002581
25,5,0,-0.92642698176014804,-0.36184846291040612,-0.10391697337855234
26,5,0,-0.72190653880630551,-0.68265715405607141,0.11327029286077372
27,5,0,-0.88797006697169978,-0.42333923759788356,-0.17970267129989423
28,5,0,-0.71949911053358995,-0.69336585056358035,-0.039557896981713525
29,5,0,-0.85429726038913423,-0.5126125146107452,0.086049989866753274
30,5,0,-0.94826504244942877,0.26193971475524019,0.17939062155621846
31,5,0,0.11712939063095333,0.98948983291565951,0.084797266506425217
0,6,0,-0.29376187154978078,0.64368957746834676,0.70665952953469136
1,6,0,0.78948999594118829,0.61371419624310963,-0.0077737789045165409
2,6,0,0.28080415512514867,0.39214274589868198,0.87599834092508044
3,6,0,0.75836686476714055,-0.32612443679110442,0.56437802061290654
4,6,0,0.017818842982555871,-0.7408374920069899,0.67144791255283265
5,6,0,-0.73417881392287976,-0.61010460243588494,-0.29791583253218423
6,6,0,-0.61357683439994637,-0.64430569989256037,0.45650151519321258
7,6,0,-0.75582555443129684,-0.6529067864686372,0.049401006587117303
8,6,0,-0.75872594441324992,-0.25132460619439079,-0.60097494423266662
9,6,0,-0.97490986469831376,-0.20077924438729924,0.096116859796713056
10,6,0,0.8356950278933476,-0.48587558183057589,0.25600535020803056
11,6,0,0.6111711010346681,-0.36221635198629615,0.70375364980496635
