L,T,J,D,Bx,By,Bz,seed,therm_sweeps,samples,skip,proposal_width,E_density_mean,E_density_stderr,M_abs_mean,M_abs_stderr,chi_abs,chi_vec,Cv_per_spin,helical_order_mean,helical_order_stderr,helical_susc_like,acceptance_rate,q_peak_final,axis_peak_final,n_peak_final,ml_configs_saved
16,1.3999999999999999,1,1,0,0,0,1,80,100,2,0.69999999999999996,-1.6813715503739386,0.0040886029911191358,0.020194608332164778,0.0010198149622878876,0.30428088533759867,0.85070629584182134,3.4934437969477687,0.1116237812644239,0.0030215673621886026,2.671138910864352,0.83069213867187497,5.497787143782138,2,14,0
