L,T,J,D,Bx,By,Bz,seed,therm_sweeps,samples,skip,proposal_width,E_density_mean,E_density_stderr,M_abs_mean,M_abs_stderr,chi_abs,chi_vec,Cv_per_spin,helical_order_mean,helical_order_stderr,helical_susc_like,acceptance_rate,q_peak_final,axis_peak_final,n_peak_final,ml_configs_saved
16,1.6,1,1,0,0,0,2,2000,3000,5,0.6999999999999998,-1.3445684811689058,0.0005178975013046,0.0277708806478363,0.0002074447333241,0.3304958775086959,2.2971164113643967,1.2874455449164348,0.0027401443763627,1.8245111041767472e-05,0.0025565497107949,0.8587567545572916,5.497787143782138,1,14,0
16,1.6,1,1,0,0,0,3,2000,3000,5,0.6999999999999998,-1.34407625621221,0.0005011195640049,0.0277635681829494,0.0002249573908806,0.3886527568268999,2.329853113485112,1.2053799236566918,0.002999408671591,2.3057458944175228e-05,0.0040830444515506,0.8588115397135416,5.497787143782138,2,14,0
16,1.6,1,1,0,0,0,4,2000,3000,5,0.6999999999999998,-1.343924631206452,0.0005284517372642,0.0303760189107299,0.0002256712019317,0.3911231338084127,2.7414783291054605,1.340453945364478,0.002817906418319,1.9236131529136517e-05,0.0028418208476639,0.8587153645833333,1.5707963267948966,0,4,0
16,1.6,1,1,0,0,0,5,2000,3000,5,0.6999999999999998,-1.3443925533967658,0.0005308682022891,0.0284369180656643,0.000218862299205,0.3678774221823402,2.383806047907328,1.3527410313683272,0.0026280590319357,1.7612273794552043e-05,0.0023822760054855,0.8587032552083333,5.497787143782138,1,14,0
16,1.65,1,1,0,0,0,1,2000,3000,5,0.6999999999999998,-1.2855050440532354,0.000530474845029,0.0273924255451279,0.0002167187768903,0.3497762686183769,2.2092752887282083,1.2701145859067158,0.0024407262157036,1.7681673016245546e-05,0.0023283269680662,0.863932470703125,1.1780972450961724,2,3,0
16,1.65,1,1,0,0,0,2,2000,3000,5,0.6999999999999998,-1.2846539123686052,0.0004946074093078,0.0271521766213537,0.0002027750166117,0.3062147806441355,2.1188366904479183,1.104166457681178,0.0029376213615049,2.0220924040031865e-05,0.0030450838362874,0.8638849283854166,0.7853981633974482,0,2,0
16,1.65,1,1,0,0,0,3,2000,3000,5,0.6999999999999998,-1.2825411537110436,0.0005010808210121,0.0284157287132867,0.000219572392482,0.3590481774056262,2.33893249990468,1.133258212349169,0.0026273296326907,2.2646680436798797e-05,0.0038194986621224,0.8640827148437499,0.7853981633974482,2,2,0
16,1.65,1,1,0,0,0,4,2000,3000,5,0.6999999999999998,-1.2869796978800765,0.0005132880060415,0.0282035793534053,0.0002094441890296,0.3266885320575833,2.2909906377960407,1.1891470060502984,0.0027723808192677,2.0071999401833905e-05,0.0030003956641957,0.863840234375,5.497787143782138,1,14,0
16,1.65,1,1,0,0,0,5,2000,3000,5,0.6999999999999998,-1.2852550866581292,0.0004813101205098,0.0267651539716134,0.0002176340105604,0.3527368149374925,2.105291514039448,1.0455945277165837,0.002453066942564,1.913746380137813e-05,0.002727507936342,0.8639243489583333,5.497787143782138,1,14,0
16,1.7,1,1,0,0,0,1,2000,3000,5,0.6999999999999998,-1.2277015050755746,0.0005167691089098,0.0276471532297219,0.0002239398283688,0.3624891095391807,2.174103533356305,1.1354720529121256,0.0024330066951845,1.6036249754646957e-05,0.0018588224297086,0.8689513509114583,5.497787143782138,1,14,0
16,1.7,1,1,0,0,0,2,2000,3000,5,0.6999999999999998,-1.229318216590079,0.0005049549471252,0.0278897970529266,0.0002105643403126,0.320480736036493,2.1086178601294923,1.0841481242626554,0.0024411981004328,1.7334504218274535e-05,0.0021719765461356,0.8688180989583332,5.890486225480862,0,15,0
16,1.7,1,1,0,0,0,3,2000,3000,5,0.6999999999999998,-1.2315925136421848,0.000517977453038,0.0282790796210837,0.0002161319146972,0.3376525881875883,2.2458175359047527,1.1407883346450824,0.0023367960652482,1.4761808580358818e-05,0.0015751119274212,0.8687723958333333,0.7853981633974482,2,2,0
16,1.7,1,1,0,0,0,4,2000,3000,5,0.6999999999999998,-1.2298275247888624,0.0004958787502767,0.0276928506339548,0.0002219454707138,0.3560613669012693,2.1966114041816533,1.0455248413098936,0.0024097778204185,1.647408356671483e-05,0.0019617100211845,0.8688124674479166,1.1780972450961724,2,3,0
16,1.7,1,1,0,0,0,5,2000,3000,5,0.6999999999999998,-1.2275141217596717,0.0005040017859484,0.0270110626239952,0.0002147687024628,0.3334066577713214,2.0855173193295142,1.080059075896086,0.0022452741833975,1.4977447942888056e-05,0.0016214662701676,0.8688891764322916,5.497787143782138,2,14,0
16,1.8,1,1,0,0,0,1,2000,3000,5,0.6999999999999998,-1.1347953224547598,0.0004829248381952,0.027574902030629,0.0002085358870799,0.2968727292600599,2.0109262119597147,0.8844947886303575,0.0021115570178906,1.3626986895580371e-05,0.0012676763091784,0.8774629720052082,5.890486225480862,0,15,0
16,1.8,1,1,0,0,0,2,2000,3000,5,0.6999999999999998,-1.1316018127068337,0.0004817031979188,0.0267539546184735,0.0002021574094356,0.278989606842021,1.896230991187118,0.8800254895796175,0.0021248048324718,1.4075826941191018e-05,0.0013525599851749,0.8776878580729167,4.71238898038469,0,12,0
