L,T,J,D,seed,E_density_mean,E_density_stderr,M_abs_mean,M_abs_stderr,Cv_per_spin,chi_abs,helical_order_mean,helical_order_stderr,helical_susc_like,acceptance_rate,q_peak_final,axis_peak_final,n_peak_final,q_init,n_init
8,0.8,1.0,1.0,1,-2.5553587462543836,0.0036788078086025964,0.06118233731184271,0.0028240270868534504,0.8661521211286681,0.4083266041488377,0.3003885235756385,0.0012745784519385846,0.08317697178348335,0.49725341796875,0.7853981633974483,2,1,0.7853981633974483,1
8,0.8,1.0,1.0,2,-2.536402868029353,0.00461974030996626,0.0480945200312478,0.0019221346192793561,1.3658880340177377,0.18916359652516843,0.28893533788182085,0.0012361637917903986,0.07823876711084116,0.49434814453125,5.497787143782138,2,7,0.7853981633974483,1
8,1.2,1.0,1.0,1,-1.9535644717274032,0.007981377100348607,0.07185566108505782,0.003256258609489808,1.8119788207777892,0.3619232471680512,0.14434350896285908,0.002438293297741966,0.20293202622509707,0.61973876953125,0.7853981633974483,2,1,0.7853981633974483,1
8,1.2,1.0,1.0,2,-2.0099242617873396,0.009022752205329752,0.0570316038664264,0.0020507040716291657,2.3156638537609355,0.14354388273139845,0.17148357334672928,0.003412684842063464,0.3975310619733242,0.6157958984375,5.497787143782138,2,7,0.7853981633974483,1
8,1.6,1.0,1.0,1,-1.3788352636637111,0.006783264031094829,0.10580660598844327,0.0032410102498029118,0.7362027346487178,0.26890617444678483,0.043691484729884614,0.0020807557202815853,0.11083633580760424,0.71793212890625,0.7853981633974483,2,1,0.7853981633974483,1
8,1.6,1.0,1.0,2,-1.3887899999917166,0.00984440048795782,0.09837600620506344,0.003018479447706268,1.5505955354768666,0.23324718531136346,0.032407169583735476,0.0018672046490408238,0.08925320195583145,0.719873046875,5.497787143782138,0,7,0.7853981633974483,1
8,2.0,1.0,1.0,1,-1.050415027318381,0.006739279450214328,0.04598218290982563,0.0019190598550325388,0.46507916808275096,0.07542355409300497,0.01192393450442534,0.0004928742457439923,0.004975104452970689,0.77977294921875,1.5707963267948966,1,2,0.7853981633974483,1
8,2.0,1.0,1.0,2,-0.9706350951013881,0.006891204765941304,0.07974561544555767,0.0035982983364429622,0.48628432001159316,0.26516993880162687,0.016183478038262027,0.0012124910644088212,0.03010835622443492,0.78779296875,0.7853981633974483,1,1,0.7853981633974483,1
