L,T,E,E_err,M,M_err,Cv,chi,H,H_err,Hfluc,acc,qpeak
8,0.8,-2.5458808071418684,0.013403830036265505,0.05463842867154525,0.00925448435003914,1.116020077573203,0.2987451003370031,0.2946619307287297,0.00809862527028723,0.08070786944716225,0.49580078125,3.141592653589793
8,1.2,-1.9817443667573715,0.03985238973763113,0.06444363247574211,0.010482191383991668,2.0638213372693626,0.2527335649497248,0.15791354115479417,0.019190923567674132,0.30023154409921066,0.617767333984375,3.141592653589793
8,1.6,-1.383812631827714,0.0070390615624566655,0.10209130609675335,0.005254227495111163,1.1433991350627921,0.2510766798790741,0.038049327156810045,0.007979215760888123,0.10004476888171784,0.718902587890625,3.141592653589793
8,2.0,-1.0105250612098846,0.05641293107323881,0.06286389917769164,0.02387435210215064,0.47568174404717206,0.1702967464473159,0.014053706271343683,0.0030119521175352316,0.017541730338702804,0.783782958984375,1.1780972450961724
